Account ID,Date of Creation,# Zaps,Plan Type,Average tasks used past 90-days,Filters,Formatter,Chrome Extension,Paths,Salesforce,Dropbox,Google Sheets,Code by Zapier,Webhooks,OpenAI/ChatGPT
2495090,2017-07-21,8,Starter,863,1,1,0,0,0,1,0,1,1,0
1521182,2021-12-20,2,Starter,227,1,1,1,0,0,1,0,0,0,1
443682,2018-08-23,19,Pro,1652,0,1,1,1,0,0,0,1,1,0
743819,2022-08-12,16,Pro,3183,0,1,1,1,0,1,0,1,0,0
1681478,2020-01-16,45,Pro,4264,0,0,1,1,0,1,1,1,0,0
923988,2021-04-30,15,Starter,1378,1,0,0,0,0,1,1,0,1,1
1238297,2018-02-05,12,Starter,853,1,0,1,0,1,0,0,0,1,1
1250549,2019-01-01,52,Pro,3797,0,0,0,1,0,1,1,1,1,0
100131,2019-08-23,3,Starter,725,0,1,0,0,0,1,0,1,1,1
2711940,2018-08-02,50,Pro,4243,1,0,0,1,1,0,0,1,1,0
1303277,2017-11-26,9,Starter,96,1,1,0,0,0,1,0,0,1,1
2592897,2022-03-16,10,Starter,1249,1,0,0,0,1,1,1,0,0,1
2033680,2019-07-29,156,Teams,36479,0,1,0,1,0,0,0,1,1,1
1471288,2020-01-04,32,Pro,2819,0,0,1,0,1,1,0,1,1,0
1627246,2020-10-04,19,Pro,4762,1,0,0,0,1,1,0,1,1,0
1943857,2019-06-22,16,Starter,855,1,1,0,0,0,0,1,1,1,0
2020438,2020-02-01,2,Pro,1875,0,0,1,0,1,1,0,1,0,1
101374,2021-03-07,26,Pro,1090,1,0,0,1,1,1,1,0,0,0
2579720,2021-04-20,17,Starter,591,1,0,1,0,1,0,0,0,1,1
1639627,2021-09-03,48,Pro,3846,0,1,1,1,0,0,0,1,0,1
663502,2018-04-29,7,Starter,856,0,0,1,0,1,1,0,1,1,0
2824479,2017-02-23,5,Pro,954,0,0,1,0,1,1,0,1,1,0
720037,2023-01-30,10,Starter,558,0,1,1,0,1,1,0,0,1,0
2668865,2018-12-04,11,Starter,673,1,1,1,0,1,1,0,0,0,0
1524789,2017-06-02,6,Starter,639,1,1,0,0,0,1,0,1,0,1
111890,2019-05-05,26,Pro,524,1,0,1,1,1,0,0,0,1,0
2023288,2020-07-10,91,Company,48196,0,1,1,0,0,0,0,1,1,1
2722836,2021-12-31,55,Pro,2452,0,1,0,1,0,1,0,1,1,0
2336826,2020-06-18,7,Starter,1148,0,1,0,0,1,1,1,0,1,0
860342,2020-03-02,82,Teams,43725,1,1,1,0,1,0,0,1,0,0
2350801,2018-07-20,11,Starter,418,1,1,1,0,0,0,1,1,0,0
2529475,2017-11-01,2,Starter,340,0,1,1,0,0,1,0,1,1,0
792799,2018-06-29,60,Pro,699,0,0,1,1,0,1,1,0,1,0
1152078,2020-07-13,15,Starter,454,0,0,0,0,1,1,1,1,1,0
2844579,2019-12-04,143,Teams,31816,0,1,1,0,0,0,1,1,1,0
1617239,2019-12-31,7,Starter,1418,0,1,0,0,0,1,1,1,1,0
2843867,2019-12-26,25,Pro,4907,0,0,1,0,0,1,0,1,1,1
2045677,2017-05-09,3,Starter,257,1,0,0,0,1,0,1,0,1,1
982970,2018-03-24,1,Teams,6677,0,1,0,1,0,1,1,1,0,0
1567069,2018-05-17,17,Pro,726,0,0,1,0,1,0,1,1,0,1
1496190,2019-03-17,40,Company,31181,1,0,1,0,1,1,1,0,0,0
2011569,2021-03-02,188,Company,25118,0,1,0,0,1,0,1,1,0,1
428106,2020-07-10,9,Starter,535,0,1,0,0,1,1,0,0,1,1
2250007,2022-02-12,4,Starter,1168,1,1,0,0,1,1,0,0,0,1
205320,2020-01-10,7,Starter,1062,1,1,0,0,1,1,0,1,0,0
115858,2022-11-02,52,Pro,924,1,0,0,0,1,0,1,1,0,1
1588544,2021-04-29,26,Pro,3483,1,1,1,0,0,0,0,1,0,1
1033817,2017-09-08,10,Starter,16,1,0,1,0,1,1,1,0,0,0
2746381,2018-12-09,122,Teams,14794,1,1,0,0,1,0,0,1,0,1
2658401,2017-11-13,2,Starter,784,0,1,1,0,0,0,1,1,1,0
1085649,2022-06-23,45,Pro,3188,0,0,0,0,1,1,1,1,1,0
1394842,2019-07-18,13,Starter,1082,0,0,0,0,1,0,1,1,1,1
891410,2020-11-03,15,Starter,1420,1,0,1,0,1,0,1,1,0,0
2092142,2020-05-22,130,Teams,34410,0,1,1,0,1,1,0,0,1,0
699459,2018-02-18,188,Teams,47950,0,0,1,0,0,1,1,1,0,1
1686152,2018-05-05,18,Starter,164,0,1,1,0,1,0,0,1,0,1
607272,2022-10-09,20,Starter,236,1,1,1,0,1,0,1,0,0,0
334628,2020-06-05,4,Pro,4103,1,1,1,0,0,1,1,0,0,0
346237,2017-11-15,55,Pro,584,1,1,1,0,1,0,0,1,0,0
125105,2017-01-04,19,Teams,2175,0,0,1,1,0,1,1,0,1,0
887054,2022-10-18,8,Starter,110,0,1,0,0,1,1,1,0,0,1
430046,2021-07-24,1,Pro,1812,1,1,0,0,1,1,0,1,0,0
944620,2019-07-29,14,Starter,257,1,0,1,0,1,0,0,1,1,0
2479893,2020-02-23,27,Pro,4304,1,0,0,0,0,1,0,1,1,1
580722,2022-08-11,102,Teams,35962,1,1,0,0,0,1,0,1,1,0
1349588,2021-10-01,19,Starter,360,0,1,1,0,0,0,1,1,0,1
2526318,2020-02-13,19,Starter,747,0,0,1,0,1,0,1,0,1,1
1451498,2022-07-26,47,Pro,4878,1,0,0,1,0,1,0,0,1,1
841490,2022-11-23,13,Pro,1261,1,0,0,1,1,0,1,1,0,0
1487376,2022-02-13,263,Teams,5380,1,1,0,0,0,1,0,1,1,0
385657,2022-10-20,14,Starter,279,0,1,1,0,0,1,0,0,1,1
647451,2021-01-13,17,Starter,704,0,0,1,0,0,0,1,1,1,1
2585704,2017-06-07,54,Pro,4087,0,0,1,0,0,1,0,1,1,1
783744,2022-12-27,49,Pro,2830,0,0,1,1,1,0,1,0,1,0
558058,2022-07-11,15,Pro,3497,0,1,0,1,1,0,0,0,1,1
1394742,2022-03-03,19,Starter,606,1,1,0,0,1,0,0,1,1,0
1545098,2020-12-13,17,Pro,788,1,0,0,1,0,1,1,1,0,0
2487779,2022-07-22,9,Starter,1220,0,1,1,0,1,1,0,0,1,0
765605,2022-12-27,155,Company,8447,0,0,1,1,0,1,0,1,0,1
1812748,2018-07-07,11,Starter,553,0,1,1,0,0,0,1,1,0,1
1817326,2021-10-14,12,Starter,936,1,0,1,0,0,0,1,0,1,1
1091935,2022-01-10,4,Starter,768,0,1,1,0,0,0,1,1,0,1
460406,2022-12-31,10,Starter,800,1,1,0,0,1,1,0,0,0,1
2078555,2017-06-27,34,Pro,3805,0,1,0,1,1,0,0,1,0,1
2461398,2023-02-16,12,Starter,758,1,1,0,0,0,0,0,1,1,1
1134015,2018-03-29,35,Pro,1971,0,1,1,0,0,1,1,0,0,1
429245,2021-11-28,128,Teams,2409,1,0,0,1,1,1,0,0,0,1
589648,2018-03-07,33,Pro,1755,1,1,1,0,0,0,0,0,1,1
1686693,2022-08-11,28,Teams,35423,0,1,0,0,1,0,1,0,1,1
2132226,2019-04-30,168,Teams,36840,0,1,1,1,0,0,1,0,1,0
2326748,2017-01-27,41,Pro,4513,0,0,1,1,1,1,1,0,0,0
1191256,2017-05-30,58,Pro,1364,1,1,1,0,0,0,0,0,1,1
2555583,2022-08-15,37,Pro,1120,1,0,1,1,0,0,0,1,0,1
733971,2021-10-15,2,Pro,1781,1,1,1,1,1,0,0,0,0,0
2917948,2018-05-01,15,Starter,982,1,1,1,0,0,1,0,0,1,0
1526402,2016-12-30,4,Starter,554,1,0,0,0,1,0,1,1,0,1
369367,2020-08-27,7,Starter,1235,0,0,1,0,1,1,1,0,0,1
949082,2018-04-02,15,Starter,980,1,0,1,0,1,0,0,0,1,1
948408,2017-10-24,14,Pro,1125,1,1,0,1,1,0,0,1,0,0
2165844,2020-06-19,17,Starter,1237,1,0,1,0,1,0,0,1,1,0
2507064,2019-03-28,3,Starter,368,1,1,0,0,1,1,0,0,1,0
1773623,2019-04-26,29,Pro,558,1,0,1,0,0,0,1,1,0,1
240640,2018-01-01,18,Pro,1714,0,0,0,1,1,1,0,1,1,0
2376950,2018-06-30,4,Starter,1214,1,1,0,0,0,1,0,1,1,0
1678510,2018-11-14,15,Starter,124,1,0,1,0,1,0,1,1,0,0
905053,2017-02-20,20,Starter,648,0,1,0,0,0,1,1,1,1,0
2332788,2017-04-30,4,Starter,434,0,1,1,0,0,0,1,0,1,1
705461,2022-05-09,155,Company,8348,1,1,1,0,0,1,0,0,1,0
1619811,2021-10-07,266,Company,9766,1,0,0,1,1,0,0,0,1,1
1016476,2017-06-21,32,Pro,4596,0,0,1,0,1,1,0,1,0,1
559099,2017-08-31,17,Starter,1342,1,0,1,0,1,0,1,1,0,0
1614412,2021-01-23,2,Starter,283,0,1,0,0,0,1,1,1,1,0
2694371,2023-02-10,171,Teams,26713,0,1,1,0,0,0,1,1,1,0
2816472,2022-07-12,2,Starter,626,0,0,1,0,1,0,1,1,0,1
1349653,2019-04-22,176,Company,24983,0,0,0,1,1,1,1,0,1,0
2511471,2020-08-28,149,Teams,35560,1,1,0,1,1,1,0,0,0,0
1855357,2018-12-28,194,Teams,20919,0,0,0,1,1,0,1,1,1,0
1944494,2020-04-23,200,Teams,48335,1,0,0,0,1,1,1,1,0,0
642289,2019-04-13,48,Pro,2415,0,1,0,0,1,1,1,1,0,0
2808156,2020-11-23,3,Pro,4083,0,1,1,1,0,0,1,1,0,0
1695375,2018-09-25,250,Teams,41969,1,1,0,0,1,0,1,1,0,0
1127122,2022-09-18,26,Pro,4775,0,1,1,1,1,0,0,1,0,0
2106060,2018-08-17,250,Teams,48006,0,1,1,0,0,0,1,0,1,1
1150066,2021-07-10,45,Teams,33330,0,1,1,0,0,0,1,1,0,1
689151,2020-06-17,49,Pro,960,0,1,1,1,0,1,0,1,0,0
322414,2020-07-09,14,Starter,1190,1,0,1,0,1,0,0,1,0,1
2902691,2020-08-07,1,Starter,704,1,0,1,0,0,0,1,1,0,1
2262259,2021-09-19,48,Pro,2910,0,1,0,0,1,1,0,0,1,1
2946334,2019-10-13,20,Starter,1133,0,1,1,0,1,0,0,0,1,1
1968857,2017-08-26,74,Teams,37183,0,0,1,0,0,1,1,1,0,1
1840306,2018-11-18,52,Pro,3004,1,0,0,1,0,1,0,1,0,1
2834269,2021-12-05,2,Starter,684,0,1,1,0,1,0,0,1,1,0
1471481,2022-10-05,16,Starter,584,0,1,1,0,1,1,1,0,0,0
1019192,2020-05-24,8,Pro,3585,0,1,0,0,1,1,0,0,1,1
2143985,2020-06-17,290,Teams,44191,0,0,1,1,0,1,1,0,0,1
1124716,2021-09-23,16,Starter,887,0,1,1,0,0,1,0,0,1,1
2164992,2020-11-08,42,Pro,718,0,1,0,0,1,1,1,1,0,0
520469,2021-01-21,7,Pro,481,0,1,1,0,1,0,1,1,0,0
466156,2021-09-28,51,Pro,1701,0,1,0,1,0,1,1,0,1,0
848380,2017-06-08,14,Starter,944,0,1,1,0,0,0,1,1,0,1
1413221,2022-06-11,11,Starter,600,1,1,0,0,0,0,1,0,1,1
2978794,2019-04-01,10,Starter,732,0,1,0,0,1,1,1,0,1,0
250606,2019-06-05,59,Pro,1462,0,1,0,0,1,0,1,1,0,1
1922824,2019-12-19,18,Starter,345,1,0,1,0,0,0,1,0,1,1
1176616,2018-08-22,16,Pro,1446,0,0,0,1,0,1,1,1,1,0
1759733,2018-09-24,5,Starter,789,0,0,1,0,1,0,1,1,0,1
2289847,2019-02-03,55,Teams,44879,0,1,0,1,0,1,0,1,0,1
384454,2017-11-15,36,Teams,12379,0,0,1,1,1,0,0,1,0,1
177189,2020-10-10,10,Starter,928,1,0,0,0,0,0,1,1,1,1
2377707,2018-08-06,43,Pro,3025,0,1,0,1,0,0,1,0,1,1
571269,2017-03-19,2,Starter,395,1,1,0,0,1,1,0,1,0,0
2204253,2021-10-25,58,Teams,8726,0,1,1,1,1,0,0,0,0,1
913170,2021-01-18,13,Pro,2010,0,1,1,0,0,1,0,1,1,0
2625439,2020-11-21,11,Starter,1134,0,1,0,0,1,0,0,1,0,1
1543990,2017-01-04,9,Starter,922,1,0,0,0,0,1,0,0,1,1
2837432,2021-11-11,14,Starter,1206,0,1,1,0,0,0,1,1,0,0
2293276,2020-10-31,25,Pro,3567,0,0,0,1,0,1,1,1,0,0
2009787,2021-06-07,6,Starter,948,1,1,1,0,1,0,0,0,0,0
1914997,2019-11-05,1,Starter,12,0,0,1,0,0,1,0,1,1,0
2042471,2020-05-26,7,Pro,1607,1,1,0,0,1,0,1,0,0,0
2388577,2022-10-19,16,Starter,1472,1,0,0,0,1,1,1,0,0,0
2819366,2022-03-12,52,Teams,12715,0,1,0,1,0,0,0,1,0,1
557429,2023-02-05,6,Starter,273,1,0,0,0,1,1,1,0,0,0
2693143,2018-07-08,60,Pro,1747,1,1,1,0,0,0,0,0,1,0
2084241,2018-06-01,43,Pro,3270,0,1,1,0,0,0,1,1,0,0
1766640,2019-04-20,7,Starter,112,0,0,1,0,1,1,1,0,0,0
253724,2020-08-18,18,Starter,1125,1,1,0,0,1,0,0,0,0,1
113588,2022-04-27,19,Starter,60,0,1,1,0,1,0,0,1,0,0
2581294,2021-02-26,10,Starter,783,0,0,1,0,0,0,1,0,1,1
2202251,2022-12-24,19,Starter,1166,1,1,0,0,0,0,0,0,1,1
1092130,2017-01-31,37,Pro,4880,0,1,1,0,0,1,1,0,0,0
1514316,2017-10-06,8,Starter,527,1,0,0,0,1,1,0,0,1,0
1339707,2016-12-28,11,Starter,448,0,1,0,0,1,0,0,0,1,1
2946328,2020-09-29,6,Starter,1000,0,1,0,0,1,1,1,0,0,0
1626546,2022-02-06,7,Starter,976,0,0,1,0,0,0,1,0,1,1
464519,2018-08-09,245,Teams,45395,0,0,0,0,1,0,0,1,1,1
2969367,2020-02-15,41,Pro,2930,1,0,0,1,0,0,0,0,1,1
1939615,2019-12-01,36,Pro,4541,0,1,0,1,0,1,0,1,0,0
341608,2022-07-21,5,Starter,629,0,0,1,0,1,1,0,0,0,1
1523116,2018-01-05,25,Pro,698,0,1,0,0,0,1,0,1,1,0
2136117,2019-12-28,11,Pro,2944,1,1,0,0,0,0,0,1,0,1
997421,2022-01-30,18,Starter,863,0,0,1,0,0,1,1,1,0,0
1254829,2022-02-25,16,Pro,2554,0,1,0,1,1,0,0,0,0,1
2331370,2017-09-05,18,Starter,405,0,0,0,0,1,1,0,1,0,1
2048279,2022-10-17,20,Pro,2912,0,1,1,1,0,0,0,0,1,0
2969004,2020-12-09,25,Company,16392,1,0,0,0,0,1,0,1,1,0
340125,2019-07-26,30,Teams,27835,0,0,1,1,1,1,0,0,0,0
1466901,2023-01-14,43,Teams,19278,1,1,1,0,0,0,1,0,0,0
246715,2022-09-27,20,Starter,139,0,0,0,0,0,1,1,0,1,1
1907181,2019-06-28,8,Starter,1248,0,1,1,0,0,0,1,1,0,0
1065348,2019-12-23,11,Pro,49,1,0,1,0,0,1,0,0,1,0
2517362,2019-06-29,17,Starter,680,1,0,0,0,1,1,0,1,0,0
220478,2022-05-29,2,Starter,1392,0,0,1,0,0,0,1,0,1,1
586342,2020-04-14,6,Starter,974,1,1,0,0,1,0,1,0,0,0
2853361,2019-12-30,46,Pro,2148,0,0,0,1,1,0,0,1,0,1
1005256,2019-06-18,54,Pro,316,1,1,0,0,1,0,0,1,0,0
2584293,2021-11-24,5,Starter,1089,0,1,1,0,1,0,0,0,1,0
1015703,2019-08-12,8,Starter,443,0,0,1,0,0,0,1,1,1,0
2432067,2018-06-02,204,Teams,14891,1,1,1,1,0,0,0,0,0,0
772730,2017-11-24,29,Pro,1059,0,1,0,1,0,1,1,0,0,0
2640853,2021-01-05,8,Starter,473,0,0,0,0,1,0,1,0,1,1
335264,2018-12-06,8,Starter,180,0,0,1,0,1,1,1,0,0,0
2154988,2017-05-14,28,Pro,1939,0,0,0,0,1,1,1,0,1,0
2656832,2021-07-04,8,Starter,624,0,0,0,0,1,1,0,1,0,1
210760,2017-08-23,18,Starter,570,1,1,0,0,0,0,1,0,1,0
621559,2022-07-08,6,Starter,3,0,0,1,0,0,1,0,0,1,1
344912,2022-01-07,6,Starter,757,0,1,1,0,0,0,1,1,0,0
1792890,2018-04-05,8,Starter,1255,1,0,0,0,1,1,0,0,0,1
420860,2019-04-14,23,Pro,1805,1,1,0,0,0,0,0,1,0,1
2463487,2018-03-10,29,Pro,2543,0,0,0,1,0,1,0,1,1,0
316600,2022-01-28,5,Starter,671,0,1,0,0,0,1,0,1,1,0
2261959,2020-11-07,8,Starter,822,1,1,1,0,1,0,0,0,0,0
1341899,2017-11-19,11,Starter,741,0,1,1,0,1,0,0,0,1,0
578020,2019-10-03,10,Starter,330,0,0,1,0,1,0,0,0,1,1
1351227,2017-08-11,18,Starter,464,1,1,0,0,0,1,0,1,0,0
1319549,2017-09-13,24,Pro,3242,0,0,1,0,0,1,1,0,0,1
1067452,2020-11-12,231,Company,44268,1,1,0,0,1,0,0,0,1,0
2097809,2021-05-07,55,Company,12189,0,0,0,0,1,1,0,0,1,1
2406298,2017-07-05,15,Starter,1472,0,0,0,0,1,1,1,1,0,0
1735794,2017-03-19,7,Starter,935,1,0,1,0,0,0,0,1,1,0
2880218,2020-12-11,16,Pro,734,1,0,0,1,1,0,1,0,0,0
2759645,2017-10-17,9,Starter,1239,0,0,1,0,0,0,1,1,0,1
2389127,2019-09-07,29,Pro,612,1,0,1,1,0,0,0,1,0,0
1098799,2021-01-19,1,Starter,197,0,1,1,0,0,1,1,0,0,0
2256391,2020-05-05,5,Starter,967,0,1,0,0,0,1,0,1,0,1
550565,2017-06-19,15,Pro,437,1,0,0,0,1,1,0,1,0,0
1822126,2017-01-10,180,Teams,24470,1,1,0,0,0,0,0,1,0,1
1622103,2018-04-15,15,Starter,235,0,1,0,0,1,0,0,0,1,1
1994248,2021-10-17,144,Teams,34604,0,0,1,1,0,0,1,1,0,0
2895010,2021-12-11,1,Starter,1033,0,0,1,0,0,0,0,1,1,1
1860984,2017-02-15,251,Teams,33545,1,0,1,1,0,0,0,1,0,0
2309090,2019-11-10,8,Starter,971,0,1,0,0,1,0,0,0,1,1
1404546,2018-01-24,10,Starter,433,0,0,0,0,0,1,1,0,1,1
2446685,2019-10-08,58,Pro,1411,1,0,0,1,0,0,1,1,0,0
1031158,2022-03-30,54,Pro,3600,1,0,1,1,0,0,0,0,0,1
1727674,2020-03-29,7,Starter,830,0,1,1,0,0,1,0,0,1,0
877853,2020-06-16,60,Pro,3616,1,0,0,0,1,1,0,0,0,1
591860,2018-11-05,1,Pro,4018,1,0,0,0,0,1,0,1,1,0
2051160,2022-03-10,214,Teams,18249,0,0,0,0,0,1,1,1,0,1
912260,2023-03-21,57,Pro,555,1,0,1,1,0,0,0,0,1,0
1401026,2019-12-22,8,Starter,1013,1,1,1,0,0,0,0,0,1,0
2820081,2019-07-12,6,Starter,412,0,1,1,0,0,1,0,0,0,1
2533746,2021-06-06,36,Pro,991,0,0,0,0,1,0,1,1,1,0
2017331,2018-11-12,2,Starter,1130,0,0,0,0,0,1,1,1,1,0
757234,2018-09-30,32,Pro,2380,0,1,0,1,0,0,0,1,1,0
1890136,2018-06-21,10,Starter,13,0,0,0,0,1,0,0,1,1,1
455732,2021-02-01,7,Starter,640,1,0,1,0,0,0,1,1,0,0
967816,2018-06-04,1,Starter,959,1,1,0,0,0,1,0,1,0,0
1625941,2020-08-03,5,Starter,1194,0,0,1,0,0,1,0,1,1,0
1033199,2018-11-01,278,Teams,14318,1,0,0,1,0,0,0,1,0,1
928243,2019-01-26,20,Starter,1258,0,1,1,0,0,1,1,0,0,0
2038130,2017-09-25,2,Starter,365,0,1,1,0,1,1,0,0,0,0
928329,2021-04-30,8,Pro,3960,0,1,0,0,1,1,1,0,0,0
1391186,2022-08-07,250,Teams,19382,0,0,1,1,0,1,0,0,1,0
1594360,2021-08-30,59,Pro,2960,0,1,1,0,0,0,1,0,1,0
2777062,2020-04-18,2,Starter,1080,0,0,0,0,1,0,1,1,1,0
1813852,2019-08-20,12,Starter,1116,1,1,1,0,1,0,0,0,0,0
1824277,2019-08-10,34,Pro,508,1,1,0,1,0,0,0,0,1,0
2373195,2017-05-21,30,Pro,4424,0,1,1,0,0,1,1,0,0,0
2907380,2019-07-20,25,Pro,1324,0,0,0,0,0,1,1,0,1,1
390348,2019-07-01,16,Starter,798,0,0,1,0,1,1,0,1,0,0
2332312,2020-10-18,24,Pro,3187,1,0,0,1,1,0,0,1,0,0
2973446,2020-01-21,20,Starter,1287,0,1,0,0,0,1,1,1,0,0
1721490,2016-12-20,9,Starter,1134,1,1,0,0,0,0,0,1,1,0
1370965,2020-08-03,38,Pro,3228,0,0,1,1,1,0,1,0,0,0
487674,2018-08-18,33,Pro,864,0,0,0,0,1,1,0,0,1,1
670884,2018-04-21,36,Pro,771,0,0,0,1,1,0,1,1,0,0
1513303,2018-04-27,5,Starter,1275,0,1,0,0,0,0,0,1,1,1
636659,2022-03-23,30,Pro,3398,0,1,1,1,0,1,0,0,0,0
155604,2018-01-30,20,Pro,4870,0,1,0,0,0,0,1,0,1,1
2586923,2018-08-21,12,Starter,1490,1,0,1,0,1,0,0,0,1,0
568843,2017-03-23,31,Pro,992,1,0,0,0,0,0,1,1,1,0
1084791,2021-01-24,3,Pro,3310,1,0,0,1,0,0,0,0,1,1
2550709,2018-11-25,15,Starter,223,0,1,0,0,0,0,1,0,1,1
1801963,2022-07-13,10,Starter,752,0,0,1,0,0,1,0,0,1,1
152286,2021-07-19,33,Pro,4665,1,0,0,1,0,0,0,1,1,0
981777,2022-04-09,8,Starter,230,0,0,0,0,1,0,1,0,1,1
2064074,2023-01-23,7,Starter,899,1,1,1,0,1,0,0,0,0,0
179835,2021-05-26,9,Starter,1395,0,1,1,0,0,1,0,0,0,1
1911023,2022-02-09,12,Starter,336,1,0,0,0,1,0,1,1,0,0
753540,2020-06-10,56,Pro,3225,1,0,0,0,0,1,1,1,0,0
258330,2020-09-26,20,Pro,1425,1,0,1,0,0,0,0,0,1,1
494922,2019-04-18,9,Pro,3608,1,1,0,0,0,1,1,0,0,0
519155,2023-02-23,3,Starter,4,0,0,1,0,1,0,1,0,1,0
841718,2018-01-13,18,Starter,1098,1,0,0,0,1,1,0,1,0,0
2150229,2018-10-05,95,Teams,7983,0,0,1,1,1,0,0,0,0,1
1089566,2023-04-06,11,Starter,1095,0,0,1,0,1,0,0,0,1,1
1951486,2021-10-22,249,Teams,8040,0,1,0,0,0,1,0,1,0,1
2279624,2023-04-05,5,Company,17602,0,0,1,0,0,0,0,1,1,1
2662974,2020-01-11,10,Starter,961,0,1,1,0,0,1,1,0,0,0
2088187,2019-09-10,253,Teams,23949,1,1,0,0,1,0,1,0,0,0
2458983,2020-02-07,58,Pro,1233,0,0,0,0,1,1,0,1,1,0
2940653,2021-10-07,9,Pro,2461,0,0,0,1,0,1,0,1,0,1
843528,2020-07-18,48,Teams,33275,0,0,1,1,1,0,0,0,0,1
2617208,2018-05-03,42,Pro,3240,1,1,0,0,0,0,0,1,0,1
182111,2019-11-28,9,Starter,1424,1,0,0,0,0,1,0,0,1,1
2145821,2022-01-19,10,Pro,1071,0,1,0,0,1,1,0,0,0,1
1535903,2020-02-26,20,Starter,795,1,0,0,0,1,1,0,1,0,0
2445419,2020-11-10,1,Starter,658,0,0,1,0,1,1,0,1,0,0
1383478,2021-05-07,57,Pro,3443,1,1,0,0,0,0,1,0,0,1
394351,2017-02-28,20,Starter,1399,1,0,1,0,0,1,0,0,1,0
2972512,2021-08-26,271,Company,17230,1,1,0,0,1,0,0,1,0,0
2273644,2020-04-14,14,Starter,372,0,1,0,0,0,0,1,1,1,0
445005,2021-10-08,52,Pro,4810,1,1,0,1,0,0,0,1,0,0
249552,2020-02-05,6,Starter,728,1,0,0,0,0,1,1,0,1,0
683167,2020-02-16,20,Starter,575,0,1,1,0,0,1,0,0,1,0
887638,2018-11-08,18,Starter,769,0,0,0,0,1,1,0,1,1,0
1899986,2017-02-12,258,Teams,39100,0,0,0,0,0,1,1,0,1,1
1014899,2017-03-22,232,Teams,41563,0,0,1,1,0,0,1,0,0,1
1026815,2017-12-04,283,Teams,9844,1,1,1,0,0,1,0,0,0,0
1710868,2022-01-28,2,Starter,959,1,0,1,0,0,1,1,0,0,0
1323819,2022-06-28,4,Starter,139,1,0,1,0,0,0,1,1,0,0
697876,2017-11-17,172,Teams,27293,0,0,0,0,1,1,0,1,0,1
1881199,2019-04-07,233,Company,7640,0,0,0,1,0,1,0,1,0,1
1690875,2020-08-14,20,Starter,299,1,0,1,0,0,0,1,1,0,0
1889748,2023-02-19,3,Starter,745,0,0,1,0,1,0,1,0,1,0
1738501,2018-01-16,85,Teams,24061,1,0,0,0,0,0,1,0,1,1
1116882,2021-12-26,25,Pro,204,0,0,0,1,0,0,0,1,1,1
130856,2023-01-14,18,Starter,156,0,0,0,0,1,1,1,0,1,0
1673088,2020-03-01,4,Pro,4007,0,1,1,0,0,1,0,1,0,0
953262,2021-04-24,55,Pro,607,1,0,0,0,1,1,0,0,1,0
186349,2022-08-11,15,Starter,270,1,0,1,0,1,0,0,0,0,1
591345,2021-07-18,10,Starter,731,1,1,1,0,0,0,1,0,0,0
294680,2020-04-29,11,Starter,1332,0,0,1,0,0,0,1,1,1,0
576950,2021-06-27,5,Starter,324,0,0,0,0,1,1,0,1,1,0
213466,2022-03-11,59,Pro,1599,0,1,1,0,0,0,1,1,0,0
1472581,2019-05-20,8,Starter,344,0,1,1,0,0,0,1,0,1,0
1611752,2022-10-10,8,Starter,95,1,0,0,0,0,0,0,1,1,1
2150433,2017-12-25,3,Starter,537,1,1,1,0,0,1,0,0,0,0
899494,2018-03-05,6,Pro,1533,1,0,0,0,1,0,0,1,0,1
612067,2022-09-20,30,Pro,2359,1,0,0,0,0,1,0,1,1,0
2935262,2017-01-10,200,Teams,5160,0,1,0,0,1,1,0,1,0,0
2324320,2018-06-23,39,Company,43098,0,0,1,1,1,0,0,1,0,0
2140849,2021-01-07,20,Pro,662,1,1,0,0,0,0,0,0,1,1
1571720,2023-02-27,15,Starter,426,1,1,0,0,1,1,0,0,0,0
2910391,2022-02-04,224,Teams,22134,1,0,1,0,0,1,0,1,0,0
2848206,2017-11-07,15,Starter,1498,0,1,1,0,1,0,1,0,0,0
897707,2017-09-24,4,Starter,1307,1,1,1,0,1,0,0,0,0,0
1104033,2019-08-27,1,Starter,315,1,0,0,0,1,0,0,1,1,0
2354333,2023-02-15,2,Teams,26820,1,0,0,0,0,0,1,0,1,1
202707,2021-04-17,14,Starter,308,1,1,0,0,0,1,0,0,1,0
1335244,2020-09-08,13,Starter,1475,1,1,0,0,1,0,0,0,1,0
2331365,2018-10-18,48,Pro,4913,0,0,0,1,0,1,1,0,1,0
2196913,2020-02-05,23,Pro,2392,1,0,0,0,0,1,0,0,1,1
1773827,2021-03-25,19,Starter,970,1,0,0,0,1,1,0,1,0,0
1794327,2019-01-08,8,Pro,4091,0,1,0,1,1,1,0,0,0,0
2654501,2018-01-13,5,Starter,291,0,0,1,0,0,1,0,1,0,1
1984132,2020-11-01,16,Starter,10,0,1,0,0,1,0,0,1,0,1
2184825,2018-08-31,6,Starter,472,1,0,1,0,0,1,0,1,0,0
165040,2018-09-29,4,Starter,862,0,0,1,0,0,0,0,1,1,1
642702,2021-10-31,23,Pro,3582,0,0,0,0,1,1,0,1,0,1
2095678,2017-11-18,56,Pro,1387,0,1,0,0,1,0,0,0,1,1
2240691,2020-06-27,59,Pro,684,1,0,0,1,0,0,0,1,0,1
704177,2018-01-24,28,Pro,2780,1,1,1,0,0,0,1,0,0,0
